FID	IID	phe_gcf
LBC360796	LBC360796	0.723671395
LBC360556	LBC360556	0.729713492
LBC361247	LBC361247	0.732712323
LBC360062	LBC360062	0.73311274
LBC360384	LBC360384	0.734691331
LBC360609	LBC360609	0.73812271
LBC360293	LBC360293	0.739279074
LBC360979	LBC360979	0.741671965
LBC360929	LBC360929	0.742952294
LBC360512	LBC360512	0.745932675
LBC360262	LBC360262	0.748936145
LBC360720	LBC360720	0.752088464
LBC360546	LBC360546	0.753465852
LBC360001	LBC360001	0.761155411
LBC360904	LBC360904	0.761722979
LBC361303	LBC361303	0.766598126
LBC360124	LBC360124	0.770293529
LBC360161	LBC360161	0.771949149
LBC360976	LBC360976	0.776670869
LBC360243	LBC360243	0.781511058
LBC361080	LBC361080	0.782879148
LBC361117	LBC361117	0.786544985
LBC360152	LBC360152	0.79015869
LBC360470	LBC360470	0.790528219
LBC360551	LBC360551	0.791284991
LBC360722	LBC360722	0.794502178
LBC360448	LBC360448	0.800245667
LBC360827	LBC360827	0.800866681
LBC360814	LBC360814	0.800992767
LBC361294	LBC361294	0.809040819
LBC360604	LBC360604	0.810772571
LBC360072	LBC360072	0.81486181
LBC360736	LBC360736	0.824206997
LBC360378	LBC360378	0.825791837
LBC360346	LBC360346	0.826010904
LBC360784	LBC360784	0.827159675
LBC361062	LBC361062	0.831909902
LBC360665	LBC360665	0.834987463
LBC360437	LBC360437	0.83933819
LBC360768	LBC360768	0.840417654
LBC360895	LBC360895	0.84324296
LBC361197	LBC361197	0.844480827
LBC360882	LBC360882	0.854897988
LBC360443	LBC360443	0.854992553
LBC360891	LBC360891	0.862126417
LBC360106	LBC360106	0.864390578
LBC361026	LBC361026	0.865600383
LBC361187	LBC361187	0.874370875
LBC361028	LBC361028	0.877500141
LBC360166	LBC360166	0.880750696
LBC360421	LBC360421	0.880828111
LBC360360	LBC360360	0.880896977
LBC360516	LBC360516	0.884126186
LBC360907	LBC360907	0.885616477
LBC360375	LBC360375	0.892970645
LBC361022	LBC361022	0.895744902
LBC360913	LBC360913	0.901423997
LBC360357	LBC360357	0.903421316
LBC360107	LBC360107	0.906775065
LBC361172	LBC361172	0.907530112
LBC360918	LBC360918	0.908678528
LBC360510	LBC360510	0.909621725
LBC360130	LBC360130	0.916297809
LBC361289	LBC361289	0.917466617
LBC361082	LBC361082	0.91856225
LBC361259	LBC361259	0.921463716
LBC360151	LBC360151	0.923686729
LBC360553	LBC360553	0.926117103
LBC360247	LBC360247	0.928208614
LBC360489	LBC360489	0.928860468
LBC360829	LBC360829	0.930620734
LBC360021	LBC360021	0.934945865
LBC360022	LBC360022	0.935955846
LBC360392	LBC360392	0.937817106
LBC361258	LBC361258	0.938391709
LBC360111	LBC360111	0.940955971
LBC360086	LBC360086	0.946005654
LBC360095	LBC360095	0.946862344
LBC360077	LBC360077	0.94848365
LBC360902	LBC360902	0.951144391
LBC361006	LBC361006	0.952998733
LBC360862	LBC360862	0.955877994
LBC360195	LBC360195	0.956542951
LBC361209	LBC361209	0.964837396
LBC361249	LBC361249	0.970669909
LBC360544	LBC360544	0.973621345
LBC360834	LBC360834	0.978344389
LBC360376	LBC360376	0.980982017
LBC360242	LBC360242	0.987158489
LBC360188	LBC360188	0.989823483
LBC360859	LBC360859	0.996434063
LBC360023	LBC360023	0.998888071
LBC360059	LBC360059	1.004071079
LBC360181	LBC360181	1.010674455
LBC360578	LBC360578	1.011305513
LBC360773	LBC360773	1.013776532
LBC360534	LBC360534	1.015999975
LBC360256	LBC360256	1.016356965
LBC361156	LBC361156	1.019325274
LBC360089	LBC360089	1.02003355
LBC360330	LBC360330	1.023134284
LBC360115	LBC360115	1.029454243
LBC361192	LBC361192	1.034813478
LBC361213	LBC361213	1.038331116
LBC360980	LBC360980	1.039056401
LBC361165	LBC361165	1.0395783729999999
LBC360488	LBC360488	1.040350908
LBC360359	LBC360359	1.042600291
LBC360697	LBC360697	1.047550085
LBC360532	LBC360532	1.055671012
LBC361147	LBC361147	1.060098474
LBC360441	LBC360441	1.062331723
LBC360822	LBC360822	1.069567576
LBC360336	LBC360336	1.070968344
LBC360752	LBC360752	1.072888825
LBC360894	LBC360894	1.079679404
LBC360664	LBC360664	1.085730404
LBC360710	LBC360710	1.096247833
LBC360389	LBC360389	1.101278941
LBC360244	LBC360244	1.107780755
LBC360362	LBC360362	1.109480679
LBC361270	LBC361270	1.110802542
LBC360282	LBC360282	1.112863131
LBC360220	LBC360220	1.113191001
LBC360763	LBC360763	1.113968747
LBC360718	LBC360718	1.132591369
LBC360044	LBC360044	1.134290719
LBC360830	LBC360830	1.138710967
LBC360844	LBC360844	1.146496838
LBC361260	LBC361260	1.151103577
LBC360126	LBC360126	1.153309219
LBC360199	LBC360199	1.166740671
LBC360061	LBC360061	1.171871338
LBC360698	LBC360698	1.172161269
LBC361150	LBC361150	1.175514572
LBC360104	LBC360104	1.178453195
LBC360056	LBC360056	1.183741613
LBC360006	LBC360006	1.186912691
LBC360911	LBC360911	1.191959282
LBC360420	LBC360420	1.219983633
LBC361222	LBC361222	1.229289672
LBC361112	LBC361112	1.229366732
LBC360849	LBC360849	1.229662915
LBC360119	LBC360119	1.233193081
LBC361057	LBC361057	1.24510083
LBC360860	LBC360860	1.259835134
LBC360734	LBC360734	1.272450488
LBC360682	LBC360682	1.283049964
LBC360032	LBC360032	1.284942875
LBC360754	LBC360754	1.293601777
LBC360478	LBC360478	1.29534002
LBC360535	LBC360535	1.310371766
LBC360611	LBC360611	1.313037081
LBC360070	LBC360070	1.31750735
LBC360381	LBC360381	1.326094506
LBC360770	LBC360770	1.334696115
LBC361053	LBC361053	1.336360006
LBC360079	LBC360079	1.340228011
LBC360191	LBC360191	1.347320431
LBC360386	LBC360386	1.379033776
LBC360197	LBC360197	1.380675024
LBC360504	LBC360504	1.395792953
LBC361169	LBC361169	1.403203522
LBC360431	LBC360431	1.403226324
LBC361141	LBC361141	1.419866378
LBC361277	LBC361277	1.421581046
LBC361077	LBC361077	1.445552871
LBC360307	LBC360307	1.451258691
LBC360146	LBC360146	1.462137832
LBC360299	LBC360299	1.46486964
LBC360992	LBC360992	1.467890028
LBC360366	LBC360366	1.470959721
LBC360821	LBC360821	1.479674869
LBC360923	LBC360923	1.491076982
LBC361046	LBC361046	1.500723061
LBC360190	LBC360190	1.505614502
LBC360537	LBC360537	1.509026014
LBC360803	LBC360803	1.509948575
LBC360444	LBC360444	1.518531182
LBC360050	LBC360050	1.52883953
LBC360047	LBC360047	1.534570382
LBC360696	LBC360696	1.536068508
LBC360769	LBC360769	1.543038474
LBC361096	LBC361096	1.545473065
LBC360078	LBC360078	1.553452612
LBC360562	LBC360562	1.560182911
LBC360053	LBC360053	1.580121359
LBC360468	LBC360468	1.581207867
LBC360921	LBC360921	1.585477825
LBC360545	LBC360545	1.594037911
LBC361269	LBC361269	1.605607329
LBC361093	LBC361093	1.607262881
LBC361180	LBC361180	1.609392077
LBC360066	LBC360066	1.623069729
LBC360309	LBC360309	1.6280349
LBC360003	LBC360003	1.63364954
LBC360925	LBC360925	1.647473235
LBC360200	LBC360200	1.673655953
LBC361164	LBC361164	1.675742233
LBC361018	LBC361018	1.683162057
LBC361173	LBC361173	1.692548674
LBC361299	LBC361299	1.706284728
LBC360919	LBC360919	1.717344039
LBC360374	LBC360374	1.735823611
LBC360008	LBC360008	1.75191188
LBC360414	LBC360414	1.763592241
LBC361019	LBC361019	1.764610863
LBC360837	LBC360837	1.776797472
LBC360058	LBC360058	1.787259691
LBC360738	LBC360738	1.787261672
LBC360446	LBC360446	1.796025901
LBC360666	LBC360666	1.805314635
LBC360349	LBC360349	1.81839738
LBC360777	LBC360777	1.826103823
LBC360729	LBC360729	1.827543958
LBC361005	LBC361005	1.831710364
LBC360558	LBC360558	1.866597764
LBC361292	LBC361292	1.910757109
LBC360627	LBC360627	1.916478931
LBC360709	LBC360709	1.921509683
LBC360453	LBC360453	1.933114362
LBC360196	LBC360196	2.005020771
LBC361032	LBC361032	2.044261405
LBC360450	LBC360450	2.061711411
LBC360215	LBC360215	2.065916169
LBC360898	LBC360898	2.089295271
LBC360618	LBC360618	2.101040204
LBC360540	LBC360540	2.112552609
LBC360745	LBC360745	2.114947633
LBC360508	LBC360508	2.143128156
LBC360871	LBC360871	2.209299872
LBC360333	LBC360333	2.234458884
LBC360458	LBC360458	2.235034049
LBC361085	LBC361085	2.253959046
LBC360655	LBC360655	2.270072985
LBC361185	LBC361185	2.279253667
LBC360005	LBC360005	2.285930942
LBC360170	LBC360170	2.495232291
LBC360881	LBC360881	2.553105856
LBC361226	LBC361226	2.75993727
LBC360173	LBC360173	2.760753929
LBC360903	LBC360903	3.231527756
